city;district;microdistrict;street;building;area;floor;num_of_rooms;price;url;picture
Челябинск;Тракторозаводский;;Салютная;2;30;2;1;10000;https://arenda-022.ru/sdam/kvartira-salyutnaya-ul-2_1620118572;https://arenda-022.ru/images/upload/2021_05_8263_698594_Челябинск.jpg
Челябинск;Калининский;;пр-т Героя России Е.Н. Родионова;19;43;1;2;30000;https://arenda-022.ru/sdam/kvartira-pr-t-geroya-rossii-en-rodionova-19_1620055889;
Челябинск;Калининский;;Чичерина;17А;36;2;1;11500;https://arenda-022.ru/sdam/kvartira--chicherina-17a_1620099448;https://arenda-022.ru/images/upload/2021_05_3105_408320_Челябинск.jpg
Челябинск;Центральный;;3-го Интернационала;117;35;6;1;14000;https://arenda-022.ru/sdam/kvartira--3-go-internacionala-117_1620099431;https://arenda-022.ru/images/upload/2021_05_6710_790971_Челябинск.jpg
Челябинск;Металлургический;;Сталеваров;3;33;3;1;8500;https://arenda-022.ru/sdam/kvartira--stalevarov-3_1620107097;https://arenda-022.ru/images/upload/2021_05_1012_368882_Челябинск.jpg
Челябинск;Металлургический;;Трудовая;23;32;5;1;10000;https://arenda-022.ru/sdam/kvartira-trudovaya-ul-23_1620116814;https://arenda-022.ru/images/upload/2021_05_4725_342019_Челябинск.jpg
Челябинск;Калининский;;Кирова;6;44;5;2;14500;https://arenda-022.ru/sdam/kvartira--kirova-6_1620116822;https://arenda-022.ru/images/upload/2021_05_8943_752247_Челябинск.jpg
Челябинск;Центральный;;Володарского;17;33;4;1;13500;https://arenda-022.ru/sdam/kvartira--volodarskogo-17_1620030622;
Челябинск;Советский;;Дмитрия Неаполитанова;16;43;3;2;13000;https://arenda-022.ru/sdam/kvartira--dmitriya-neapolitanova-16_1620007051;
Челябинск;Тракторозаводский;;Южноуральская;12;54;7;2;16000;https://arenda-022.ru/sdam/kvartira-yuzhnouralskaya-ul-12_1620016617;
Челябинск;Советский;;Новосельская;31А;74;9;3;17000;https://arenda-022.ru/sdam/kvartira-novoselskaya-ul-31a_1620026777;
Челябинск;Курчатовский;;Куйбышева;25А;43;7;1;12000;https://arenda-022.ru/sdam/kvartira--kuybysheva-25a_1620047434;
Челябинск;Курчатовский;;Комсомольский пр-т;109А;33;3;1;10500;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-109a_1620029350;
Челябинск;Тракторозаводский;;Шуменская;31А;33;4;1;10000;https://arenda-022.ru/sdam/kvartira-shumenskaya-ul-31a_1620031858;
Челябинск;Центральный;;пр-т Героя России Е.Н. Родионова;8;36;1;1;25000;https://arenda-022.ru/sdam/kvartira-pr-t-geroya-rossii-en-rodionova-8_1620046260;
Челябинск;Курчатовский;;;;32;4;1;13000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo_1620013168;
Челябинск;Калининский;;Ворошилова;57Б;59;7;2;20000;https://arenda-022.ru/sdam/kvartira--voroshilova-57b_1620053142;
Челябинск;Курчатовский;;Комсомольский пр-т;36;48;9;2;15000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-36_1620043810;
Челябинск;Центральный;;Энгельса;40;32;5;1;16000;https://arenda-022.ru/sdam/kvartira--engelsa-40_1620044055;
Челябинск;Советский;;Свободы;151;44;3;2;17000;https://arenda-022.ru/sdam/kvartira--svobody-151_1620045757;
Челябинск;Центральный;;3-го Интернационала;59;48;6;2;13000;https://arenda-022.ru/sdam/kvartira--3-go-internacionala-59_1619996127;
Челябинск;Курчатовский;;Краснопольский пр-т;1В;67;5;2;16000;https://arenda-022.ru/sdam/kvartira-krasnopolskiy-pr-t-1v_1620021065;
Челябинск;Курчатовский;;Салавата Юлаева;34;43;8;1;14000;https://arenda-022.ru/sdam/kvartira--salavata-yulaeva-34_1620033204;
Челябинск;Курчатовский;;Чичерина;6;33;4;1;11500;https://arenda-022.ru/sdam/kvartira--chicherina-6_1620018722;
Челябинск;Тракторозаводский;;Артиллерийская;87;38;1;1;8500;https://arenda-022.ru/sdam/kvartira-artilleriyskaya-ul-87_1620042483;
Челябинск;Курчатовский;;Комсомольский пр-т;109;32;5;1;11000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-109_1620038456;
Челябинск;Калининский;;Российская;17В;31;3;1;9000;https://arenda-022.ru/sdam/kvartira-rossiyskaya-ul-17v_1620046782;
Челябинск;Металлургический;;Богдана Хмельницкого;36;50;5;2;10000;https://arenda-022.ru/sdam/kvartira--bogdana-hmelnickogo-36_1620023776;
Челябинск;Калининский;;Академика Королёва;38;43;3;1;13000;https://arenda-022.ru/sdam/kvartira--akademika-koroleva-38_1620023924;
Челябинск;Центральный;;Свердловский пр-т;52;32;1;1;18000;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-52_1620041788;
Челябинск;Калининский;;Университетская Набережная;52;60;1;2;16000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-52_1620018788;
Челябинск;Курчатовский;;Комсомольский пр-т;94;42;3;2;15000;https://arenda-022.ru/sdam/kvartira-komsomolskiy-pr-t-94_1619999354;
Челябинск;Курчатовский;;Скульптора Головницкого;24;46;5;2;15000;https://arenda-022.ru/sdam/kvartira--skulptora-golovnickogo-24_1620038769;
Челябинск;Ленинский;;Южный Бульвар;51;50;2;2;11000;https://arenda-022.ru/sdam/kvartira--yuzhnyy-bulvar-51_1620016581;
Челябинск;Калининский;;Университетская Набережная;105;33;1;1;12000;https://arenda-022.ru/sdam/kvartira--universitetskaya-naberezhnaya-105_1620033112;
Челябинск;Металлургический;;Байкальская;46;34;4;1;9000;https://arenda-022.ru/sdam/kvartira-baykalskaya-ul-46_1619967887;
Челябинск;Ленинский;;Новороссийская;68;47;2;2;10000;https://arenda-022.ru/sdam/kvartira-novorossiyskaya-ul-68_1619959996;
Челябинск;Калининский;;40-летия Победы;29В;41;1;1;12000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-29v_1619950783;
Челябинск;Калининский;;Чичерина;42А;41;1;1;11000;https://arenda-022.ru/sdam/kvartira--chicherina-42a_1619949588;
Челябинск;Ленинский;;Магнитогорская;91;45;7;1;12000;https://arenda-022.ru/sdam/kvartira-magnitogorskaya-ul-91_1619951501;
Челябинск;Центральный;;Коммуны;88;46;2;2;19999;https://arenda-022.ru/sdam/kvartira--kommuny-88_1619943867;
Челябинск;Курчатовский;;Бейвеля;55;54;3;2;15000;https://arenda-022.ru/sdam/kvartira--beyvelya-55_1619872282;
Челябинск;Калининский;;Ворошилова;57А;28;6;1;10000;https://arenda-022.ru/sdam/kvartira--voroshilova-57a_1619868575;
Челябинск;Металлургический;;Калмыкова;7;48;1;2;10000;https://arenda-022.ru/sdam/kvartira--kalmykova-7_1619936278;
Челябинск;Курчатовский;;Краснознамённая;27;31;4;2;11000;https://arenda-022.ru/sdam/kvartira-krasnoznamennaya-ul-27_1619934456;
Челябинск;Сосновский р-н, пос. Красное Поле, квартал Звёздный, Белопольского, 7;;;;34;4;1;4/10;https://arenda-022.ru/sdam/kvartira-sosnovskiy-r-n-pos-krasnoe-pole-kvartal-zvezdnyy-belopolskogo-7_1619883275;
Челябинск;Тракторозаводский;;Сергея Герасимова;21;48;2;1;9000;https://arenda-022.ru/sdam/kvartira--sergeya-gerasimova-21_1619994504;
Челябинск;Калининский;;Молодогвардейцев;56;42;5;1;13000;https://arenda-022.ru/sdam/kvartira--molodogvardeycev-56_1619884521;
Челябинск;Курчатовский;;Свердловский пр-т;11;32;3;1;10500;https://arenda-022.ru/sdam/kvartira-sverdlovskiy-pr-t-11_1619946056;
Челябинск;Калининский;;Калинина;9;30;2;1;11000;https://arenda-022.ru/sdam/kvartira--kalinina-9_1619994794;
Челябинск;Ленинский;;Новороссийская;130Б;41;1;1;15000;https://arenda-022.ru/sdam/kvartira-novorossiyskaya-ul-130b_1619873542;
Челябинск;Ленинский;;Агалакова;36А;59;3;2;18000;https://arenda-022.ru/sdam/kvartira--agalakova-36a_1619962878;
Челябинск;Советский;;Овчинникова;20А;32;4;1;11000;https://arenda-022.ru/sdam/kvartira--ovchinnikova-20a_1619943768;
Челябинск;Ленинский;;Магнитогорская;89;40;3;1;10000;https://arenda-022.ru/sdam/kvartira-magnitogorskaya-ul-89_1619972843;
Челябинск;Курчатовский;;Салавата Юлаева;3;64;6;3;15000;https://arenda-022.ru/sdam/kvartira--salavata-yulaeva-3_1619960509;
Челябинск;Центральный;;Энгельса;32;32;5;1;12500;https://arenda-022.ru/sdam/kvartira--engelsa-32_1619947150;
Челябинск;Тракторозаводский;;Сергея Герасимова;21;48;2;1;9000;https://arenda-022.ru/sdam/kvartira--sergeya-gerasimova-21_1619951127;
Челябинск;Калининский;;Братьев Кашириных;87А;41;3;1;18000;https://arenda-022.ru/sdam/kvartira--bratev-kashirinyh-87a_1619958309;
Челябинск;Металлургический;;Первого Спутника;23;45;1;2;12000;https://arenda-022.ru/sdam/kvartira--pervogo-sputnika-23_1619961330;
Челябинск;Курчатовский;;Александра Шмакова;36;40;1;1;13000;https://arenda-022.ru/sdam/kvartira--aleksandra-shmakova-36_1619869113;
Челябинск;Курчатовский;;Бейвеля;18;53;6;1;15000;https://arenda-022.ru/sdam/kvartira--beyvelya-18_1619959551;
Челябинск;Металлургический;;50-летия ВЛКСМ;41А;34;3;1;12000;https://arenda-022.ru/sdam/kvartira--50-letiya-vlksm-41a_1619961504;
Челябинск;Курчатовский;;Куйбышева;27;35;3;1;11000;https://arenda-022.ru/sdam/kvartira--kuybysheva-27_1619884148;
Челябинск;Курчатовский;;Краснознамённая;27А;33;1;1;13000;https://arenda-022.ru/sdam/kvartira-krasnoznamennaya-ul-27a_1619796077;
Челябинск;Калининский;;Каслинская;56;44;5;2;13000;https://arenda-022.ru/sdam/kvartira-kaslinskaya-ul-56_1619828305;
Челябинск;Советский;;Телевизионная;12Б;45;8;2;20000;https://arenda-022.ru/sdam/kvartira-televizionnaya-ul-12b_1619849194;
Челябинск;Сосновский р-н, пос. Западный, микрорайон Вишнёвая Горка, имени Генерала Костицына, 1;;;;32;4;1;4/10;https://arenda-022.ru/sdam/kvartira-sosnovskiy-r-n-pos-zapadnyy-mikrorayon-vishnevaya-gorka-imeni-generala-kosticyna-1_1619795094;
Челябинск;Тракторозаводский;;Южноуральская;19;42;8;1;16000;https://arenda-022.ru/sdam/kvartira-yuzhnouralskaya-ul-19_1619785999;
Челябинск;Советский;;Блюхера;3Б;46;8;1;19000;https://arenda-022.ru/sdam/kvartira--blyuhera-3b_1619864111;
Челябинск;Ленинский;;Харлова;15;54;1;2;20000;https://arenda-022.ru/sdam/kvartira--harlova-15_1619794523;
Челябинск;Ленинский;;Новороссийская;80;68;2;3;24000;https://arenda-022.ru/sdam/kvartira-novorossiyskaya-ul-80_1619844307;
Челябинск;Тракторозаводский;;Танкистов;146/1;44;4;2;13000;https://arenda-022.ru/sdam/kvartira--tankistov-1461_1619781911;
Челябинск;Курчатовский;;Бейвеля;65;41;2;1;10000;https://arenda-022.ru/sdam/kvartira--beyvelya-65_1619860187;
Челябинск;Тракторозаводский;;Салютная;2;33;6;1;11000;https://arenda-022.ru/sdam/kvartira-salyutnaya-ul-2_1619841725;
Челябинск;Калининский;;Косарева;52;33;8;1;12000;https://arenda-022.ru/sdam/kvartira--kosareva-52_1619792773;
Челябинск;Металлургический;;50-летия ВЛКСМ;22Б;38;1;1;11000;https://arenda-022.ru/sdam/kvartira--50-letiya-vlksm-22b_1619854783;
Челябинск;Курчатовский;;Хариса Юсупова;54;35;1;1;10000;https://arenda-022.ru/sdam/kvartira--harisa-yusupova-54_1619818389;
Челябинск;Ленинский;;Руставели;9А;33;4;1;13000;https://arenda-022.ru/sdam/kvartira--rustaveli-9a_1619789436;
Челябинск;Курчатовский;;Салавата Юлаева;22;60;2;2;18000;https://arenda-022.ru/sdam/kvartira--salavata-yulaeva-22_1619861066;
Челябинск;Ленинский;;Псковская;4;51;6;2;13000;https://arenda-022.ru/sdam/kvartira-pskovskaya-ul-4_1619859493;
Челябинск;Центральный;;Энгельса;4;61;1;3;35000;https://arenda-022.ru/sdam/kvartira--engelsa-4_1619783463;
Челябинск;Калининский;;40-летия Победы;33А;40;1;1;13000;https://arenda-022.ru/sdam/kvartira--40-letiya-pobedy-33a_1619849249;
Челябинск;Калининский;;Болейко;7А;36;8;2;9000;https://arenda-022.ru/sdam/kvartira--boleyko-7a_1619844158;
Челябинск;Центральный;;Труда;5А;95;9;3;24000;https://arenda-022.ru/sdam/kvartira--truda-5a_1619793415;
Челябинск;Курчатовский;;Профессора Благих;73;45;6;2;11000;https://arenda-022.ru/sdam/kvartira--professora-blagih-73_1619782641;
Челябинск;Советский;;Кузнецова;6;42;1;1;10000;https://arenda-022.ru/sdam/kvartira--kuznecova-6_1619856987;
Челябинск;Курчатовский;;Маршала Чуйкова;9;35;1;1;15000;https://arenda-022.ru/sdam/kvartira--marshala-chuykova-9_1619793206;
Челябинск;Ленинский;район;Гагарина;19;60;2;2;13000;https://arenda-022.ru/sdam/kvartira-leninskiy-rayon-gagarina-19_1619807709;
Челябинск;Советский;;Овчинникова;18;46;1;2;14000;https://arenda-022.ru/sdam/kvartira--ovchinnikova-18_1619844105;
